junction_id,hour,avg_speed_kmh,speed_std_dev,vehicle_count,pedestrian_count,signal_phase,cctv_quality,pothole_detected,wrong_way_driving,near_miss_event
JN-0140,10,38.9,4.4,99,15,Green,HD,0,0,0
JN-0422,10,27.9,9.48,139,23,Red,HD,0,0,0
JN-0473,10,46.1,17.89,109,12,Red,HD,0,0,0
JN-0078,10,42.5,7.1,7,34,Green,HD,1,0,0
JN-0242,10,28.0,4.18,54,33,Green,HD,0,0,0
JN-0430,10,20.1,15.91,61,13,Red,HD,1,0,0
JN-0013,10,56.1,15.56,21,23,Green,HD,0,0,0
JN-0047,10,14.3,5.01,122,13,Red,HD,1,0,0
JN-0061,10,44.7,12.28,42,36,Green,HD,1,0,0
JN-0411,10,56.2,11.27,41,39,Red,HD,1,0,0
JN-0029,10,37.1,4.58,170,38,Green,HD,0,0,0
JN-0103,10,15.6,17.17,43,32,Red,SD,0,0,0
JN-0159,10,32.8,20.12,111,45,Red,HD,0,0,1
JN-0468,10,34.3,14.41,147,32,Green,SD,0,0,0
JN-0155,10,45.3,14.01,102,9,Red,Blurry,0,0,0
JN-0143,10,41.5,8.1,146,44,Green,Offline,0,0,0
JN-0395,10,51.0,12.84,176,8,Green,Offline,0,0,0
JN-0265,10,28.4,7.53,17,47,Off,SD,1,0,0
JN-0389,10,36.1,8.16,117,43,Green,HD,0,0,0
JN-0138,10,53.4,12.21,53,29,Red,SD,0,0,1
JN-0489,10,47.2,22.83,8,16,Red,SD,0,0,0
JN-0154,10,46.6,8.53,45,34,Yellow,HD,0,0,0
JN-0140,10,34.2,17.59,70,40,Green,SD,0,0,0
JN-0282,10,31.6,19.12,10,1,Red,HD,0,0,0
JN-0234,10,43.8,7.91,12,23,Green,HD,0,0,0
JN-0193,10,18.5,13.08,115,38,Green,HD,1,0,0
JN-0073,10,16.0,12.6,37,38,Red,HD,0,0,0
JN-0072,10,13.4,6.78,78,11,Yellow,HD,0,1,0
JN-0408,10,56.9,21.94,139,12,Green,SD,1,0,0
JN-0027,10,31.7,9.84,113,47,Red,Blurry,0,0,0
JN-0197,10,42.5,0.48,36,8,Green,SD,0,0,0
JN-0436,10,36.1,16.87,103,27,Red,Blurry,0,0,0
JN-0422,10,31.1,15.16,163,43,Red,SD,0,0,0
JN-0385,10,46.7,18.09,18,32,Red,SD,0,1,0
JN-0449,10,18.1,1.69,43,3,Yellow,HD,1,0,0
JN-0500,10,44.1,11.06,168,28,Green,Blurry,0,0,0
JN-0373,10,35.2,13.09,62,11,Green,HD,0,0,0
JN-0368,10,31.2,11.1,12,4,Green,SD,0,0,0
JN-0096,10,57.6,12.61,86,29,Green,SD,0,0,0
JN-0270,10,17.5,13.27,58,39,Green,HD,1,0,0
JN-0406,10,19.7,6.56,95,41,Red,SD,0,0,0
JN-0492,10,14.4,9.96,125,39,Red,Blurry,0,0,0
JN-0413,10,42.3,2.55,123,3,Red,HD,0,0,0
JN-0058,10,48.9,18.3,47,8,Green,Offline,0,0,0
JN-0372,10,58.8,14.27,75,23,Yellow,SD,0,0,0
JN-0048,10,43.2,9.03,76,20,Red,SD,0,0,0
JN-0226,10,39.4,8.27,61,43,Green,HD,0,0,0
JN-0307,10,68.1,6.54,168,24,Red,HD,0,0,0
JN-0398,10,15.9,17.62,118,14,Red,HD,1,1,0
JN-0270,10,23.4,8.13,84,12,Red,Blurry,0,0,0
JN-0134,10,41.8,14.31,117,36,Green,HD,1,1,0
JN-0016,10,17.1,17.76,158,7,Green,SD,0,0,0
JN-0111,10,56.2,4.56,55,15,Red,SD,0,0,0
JN-0225,10,28.8,9.6,121,18,Green,Blurry,0,0,0
JN-0260,10,42.8,11.72,166,7,Green,HD,0,0,0
JN-0427,10,58.4,1.47,6,35,Green,HD,1,0,0
JN-0157,10,31.9,12.26,145,21,Green,SD,0,0,0
JN-0182,10,20.8,13.32,166,48,Red,HD,0,0,0
JN-0139,10,60.2,8.89,160,35,Red,HD,0,0,0
JN-0269,10,34.8,11.74,58,2,Green,Blurry,0,0,0
JN-0316,10,41.4,17.92,151,32,Green,SD,0,0,0
JN-0370,10,31.2,13.82,44,42,Red,HD,0,0,0
JN-0282,10,10.0,9.72,62,30,Red,HD,0,0,0
JN-0191,10,45.5,15.74,55,30,Red,Blurry,0,0,0
JN-0459,10,45.3,11.79,152,26,Green,SD,1,0,0
JN-0404,10,37.9,14.79,171,37,Green,HD,0,0,0
JN-0292,10,59.1,10.01,69,45,Red,SD,0,0,0
JN-0229,10,54.9,5.15,8,18,Off,SD,0,0,0
JN-0134,10,59.6,10.72,126,34,Yellow,HD,0,0,0
JN-0277,10,46.6,9.17,6,47,Red,HD,0,0,0
JN-0236,10,43.5,18.19,21,36,Green,Blurry,0,1,0
JN-0270,10,25.5,6.53,151,3,Off,SD,0,0,0
JN-0012,10,67.1,15.3,36,1,Green,HD,0,0,0
JN-0419,10,10.1,12.57,115,48,Green,HD,0,0,0
JN-0366,10,15.1,6.15,155,45,Red,HD,0,0,0
JN-0020,10,34.6,9.91,123,15,Yellow,SD,0,0,0
JN-0151,10,11.4,18.17,130,46,Red,HD,1,0,0
JN-0133,10,45.8,15.62,167,44,Yellow,HD,0,0,0
JN-0244,10,33.2,2.72,32,9,Red,SD,0,0,0
JN-0165,10,56.4,1.06,5,41,Green,HD,1,0,1
JN-0374,10,42.7,10.25,143,1,Red,SD,0,0,1
JN-0283,10,45.8,14.2,73,24,Red,HD,0,0,0
JN-0247,10,49.4,17.01,20,22,Green,Offline,0,0,0
JN-0491,10,52.5,27.04,41,35,Green,SD,0,0,0
JN-0084,10,51.6,17.11,152,25,Green,HD,0,0,0
JN-0105,10,51.3,8.07,59,49,Off,HD,0,0,0
JN-0339,10,59.9,13.02,19,9,Red,HD,0,0,0
JN-0141,11,39.2,15.34,41,18,Green,HD,0,0,0
JN-0145,11,11.8,14.74,157,8,Off,Blurry,0,0,0
JN-0422,11,8.2,15.27,67,50,Green,Blurry,0,0,0
JN-0427,11,42.6,15.31,160,46,Green,SD,0,0,0
JN-0382,11,26.1,11.47,36,3,Red,SD,0,0,0
JN-0317,11,39.9,16.08,137,21,Red,HD,0,0,0
JN-0303,11,54.4,11.38,135,24,Red,HD,1,0,1
JN-0383,11,46.2,14.14,50,28,Green,Blurry,0,0,1
JN-0194,11,30.1,13.09,53,41,Red,SD,0,0,0
JN-0051,11,57.6,11.37,55,12,Red,HD,0,0,1
JN-0467,11,62.5,17.05,77,50,Red,SD,0,0,0
JN-0232,11,25.6,13.93,133,12,Red,HD,0,0,0
JN-0093,11,43.9,15.37,59,6,Red,Blurry,0,0,0
JN-0212,11,7.0,14.42,28,38,Green,HD,0,0,0
JN-0105,11,22.3,8.76,60,17,Green,HD,0,0,0
JN-0088,11,42.8,3.47,172,20,Red,HD,0,1,1
JN-0399,11,40.6,6.65,44,30,Red,SD,0,0,0
JN-0442,11,48.7,15.99,140,17,Green,SD,1,0,0
JN-0497,11,47.3,11.11,168,48,Off,HD,0,0,0
JN-0453,11,14.9,11.22,53,17,Red,SD,0,0,0
JN-0263,11,54.0,13.03,76,7,Green,Blurry,0,0,0
JN-0056,11,14.7,1.72,32,9,Green,SD,0,0,0
JN-0223,11,21.3,18.28,63,18,Green,Offline,0,0,0
JN-0062,11,44.5,6.1,146,15,Green,Blurry,0,0,0
JN-0226,11,29.6,9.52,58,26,Green,Blurry,0,0,0
JN-0061,11,25.1,18.6,54,5,Red,SD,0,0,0
JN-0025,11,55.7,18.02,55,10,Red,SD,0,0,0
JN-0198,11,44.7,1.65,180,17,Green,SD,0,0,0
JN-0382,11,32.5,8.15,8,39,Green,HD,0,1,0
JN-0484,11,52.0,11.75,129,40,Red,HD,1,0,1
JN-0112,11,34.7,6.1,150,33,Red,SD,0,0,0
JN-0196,11,40.9,14.29,141,44,Red,SD,0,0,0
JN-0051,11,68.3,9.47,101,45,Green,Blurry,0,0,0
JN-0498,11,46.5,6.11,73,31,Red,HD,0,0,0
JN-0299,11,35.8,13.53,177,22,Red,SD,0,0,0
JN-0181,11,33.3,14.13,133,29,Green,HD,0,0,0
JN-0237,11,46.3,7.38,101,0,Green,HD,0,0,1
JN-0017,11,24.4,16.62,70,28,Red,HD,0,0,0
JN-0249,11,5.0,17.08,94,40,Red,SD,0,0,0
JN-0147,11,52.6,8.54,6,4,Red,SD,0,0,0
JN-0242,11,47.9,22.7,100,31,Green,SD,0,0,0
JN-0084,11,23.1,7.24,29,31,Green,Blurry,1,0,0
JN-0365,11,38.1,5.08,121,43,Red,HD,0,0,0
JN-0165,11,14.4,13.6,52,46,Green,HD,0,0,0
JN-0320,11,33.9,5.36,80,0,Green,SD,0,0,0
JN-0365,11,33.7,5.29,23,12,Green,SD,1,0,0
JN-0121,11,42.9,16.43,79,24,Red,Offline,0,0,0
JN-0462,11,69.2,16.04,168,39,Red,SD,0,0,0
JN-0288,11,18.5,24.81,59,23,Green,HD,0,0,0
JN-0047,11,50.0,14.82,85,41,Green,SD,1,0,0
JN-0202,11,24.4,15.7,150,7,Green,HD,1,0,0
JN-0295,11,33.3,9.36,76,13,Yellow,SD,0,0,0
JN-0498,11,31.7,9.11,15,29,Green,HD,0,0,0
JN-0299,11,39.4,11.06,150,21,Green,HD,0,0,0
JN-0421,11,30.3,13.86,179,6,Red,HD,0,0,0
JN-0410,11,51.6,10.7,6,39,Red,Blurry,0,0,0
JN-0484,11,25.4,13.87,7,41,Green,SD,0,0,0
JN-0208,11,5.0,13.66,21,7,Red,SD,0,0,1
JN-0495,11,36.6,12.54,96,24,Green,SD,0,0,0
JN-0147,11,35.1,14.87,97,40,Off,Blurry,0,0,0
JN-0374,11,21.2,10.43,69,9,Green,HD,1,0,0
JN-0031,11,28.3,9.77,126,41,Yellow,SD,1,0,0
JN-0200,11,19.0,13.04,18,46,Off,SD,0,0,0
JN-0451,11,45.7,9.97,121,17,Green,HD,0,0,1
JN-0138,11,53.2,14.5,156,0,Yellow,HD,1,0,0
JN-0040,11,64.0,15.53,133,21,Green,SD,0,0,0
JN-0218,11,42.9,17.17,134,7,Green,SD,1,0,0
JN-0165,11,46.2,16.98,102,47,Red,HD,0,0,0
JN-0449,11,67.9,5.37,96,31,Green,HD,0,0,0
JN-0079,11,41.8,13.97,168,5,Off,HD,1,0,0
JN-0350,11,20.7,18.5,99,1,Off,Blurry,0,0,0
JN-0371,11,41.3,7.84,66,29,Red,Blurry,0,0,0
JN-0292,11,32.1,15.23,147,23,Green,HD,0,0,0
JN-0400,11,49.7,8.97,145,13,Green,HD,0,0,0
JN-0143,11,32.8,14.03,119,41,Green,HD,0,0,0
JN-0224,11,18.3,7.96,26,49,Off,HD,0,0,0
JN-0170,11,26.2,8.48,154,2,Red,SD,0,0,0
JN-0299,11,47.9,13.91,131,4,Green,Offline,0,0,1
JN-0017,11,40.0,1.26,161,43,Red,Offline,1,0,0
JN-0022,11,64.1,11.61,138,36,Green,Blurry,0,0,0
JN-0187,11,26.9,11.68,106,28,Green,HD,0,0,0
JN-0087,11,39.0,15.1,177,49,Off,HD,1,0,0
JN-0353,11,13.2,13.4,9,35,Yellow,HD,0,0,0
JN-0406,11,37.0,13.32,128,48,Red,Blurry,0,0,0
JN-0172,11,60.0,11.22,23,32,Yellow,HD,1,0,0
JN-0115,11,28.6,7.61,170,46,Red,HD,0,0,0
JN-0039,11,47.6,24.35,67,3,Green,SD,0,0,0
JN-0356,11,36.0,14.89,143,48,Red,HD,1,0,0
JN-0231,11,37.5,5.8,121,3,Red,SD,0,0,0
JN-0050,11,31.0,8.98,175,15,Green,Offline,0,0,0
JN-0359,11,27.9,18.09,176,43,Red,HD,0,0,0
JN-0215,11,34.8,14.43,135,42,Green,SD,0,0,0
JN-0456,11,31.0,18.7,113,43,Red,SD,0,0,0
JN-0209,11,30.7,15.2,100,42,Green,HD,0,0,1
JN-0187,11,47.2,14.62,151,22,Red,HD,0,0,1
JN-0483,11,62.5,11.66,94,9,Yellow,HD,0,0,0
JN-0364,11,51.0,12.29,91,12,Green,HD,1,0,1
JN-0042,11,29.9,16.66,5,34,Red,HD,0,0,0
JN-0212,11,35.3,16.02,84,26,Red,HD,0,0,0
JN-0386,11,20.2,7.91,27,39,Red,HD,0,0,0
JN-0104,11,12.6,20.96,21,39,Red,HD,0,0,0
JN-0139,11,32.9,16.33,38,35,Green,HD,0,0,0
JN-0454,11,24.1,15.46,7,34,Green,SD,0,0,0
JN-0258,11,18.8,5.08,103,24,Green,Offline,0,0,0
JN-0443,11,16.0,10.49,144,10,Red,SD,0,0,0
JN-0300,11,55.8,8.57,51,16,Green,HD,0,0,0
JN-0118,11,53.3,17.97,51,16,Red,Blurry,1,0,0
JN-0324,11,14.5,10.93,137,23,Green,HD,1,0,0
JN-0318,11,36.5,3.04,146,29,Off,HD,0,0,0
JN-0208,11,31.1,9.82,130,39,Green,HD,0,0,1
JN-0122,11,47.7,7.82,176,38,Green,HD,0,0,0
JN-0435,11,61.5,7.51,175,44,Off,Blurry,0,0,0
JN-0065,11,38.4,5.44,79,10,Red,Blurry,0,0,0
JN-0465,11,44.2,15.03,18,5,Red,HD,0,0,0
JN-0418,11,23.8,18.25,52,17,Green,HD,1,0,0
JN-0268,11,28.3,18.1,45,7,Red,Blurry,1,0,0
JN-0327,11,33.9,7.23,102,33,Green,Blurry,0,0,0
JN-0116,11,37.7,14.48,105,34,Red,Offline,0,0,0
JN-0112,11,61.3,13.9,178,45,Green,SD,0,0,1
JN-0451,11,57.6,8.53,83,12,Green,HD,1,0,0
JN-0372,12,27.1,11.4,55,49,Yellow,HD,1,0,0
JN-0013,12,41.3,14.94,94,18,Green,HD,0,0,1
JN-0187,12,25.7,14.43,120,12,Red,HD,0,0,0
JN-0452,12,52.3,14.83,164,36,Green,SD,0,0,1
JN-0475,12,37.7,14.05,53,7,Red,HD,1,0,0
JN-0204,12,13.9,13.26,62,32,Green,HD,0,1,0
JN-0303,12,30.9,13.67,95,0,Green,Blurry,0,0,1
JN-0242,12,30.4,8.57,25,5,Green,Blurry,0,0,1
JN-0026,12,26.2,13.76,155,23,Green,SD,1,1,1
JN-0341,12,31.4,8.55,144,2,Green,SD,0,0,0
JN-0123,12,37.7,8.57,123,0,Green,SD,0,0,0
JN-0288,12,40.8,15.8,143,41,Red,HD,0,0,0
JN-0344,12,60.1,10.2,39,6,Red,SD,0,0,0
JN-0123,12,8.7,1.73,86,8,Green,Blurry,0,0,0
JN-0367,12,36.6,10.6,11,49,Red,Blurry,1,0,0
JN-0250,12,50.7,11.86,41,36,Red,HD,0,0,0
JN-0269,12,34.8,15.07,170,39,Green,HD,1,0,0
JN-0158,12,65.6,9.29,75,47,Green,HD,0,0,1
JN-0306,12,56.4,15.9,55,50,Green,Blurry,0,0,0
JN-0172,12,57.9,13.05,65,11,Red,HD,0,0,0
JN-0009,12,52.4,6.42,37,27,Yellow,SD,0,0,0
JN-0253,12,45.9,8.33,14,42,Green,Offline,0,0,0
JN-0245,12,20.9,17.99,23,24,Off,HD,1,0,0
JN-0371,12,51.9,9.51,72,28,Off,HD,0,0,1
JN-0283,12,63.3,11.41,104,45,Green,SD,1,0,0
JN-0285,12,47.0,7.11,170,17,Red,Blurry,0,0,0
JN-0484,12,31.7,12.56,131,25,Green,SD,0,0,0
JN-0463,12,23.2,11.23,139,30,Green,HD,0,0,0
JN-0301,12,52.6,19.56,152,44,Off,Offline,0,0,0
JN-0202,12,48.2,9.62,100,3,Green,HD,0,0,0
JN-0381,12,47.4,17.73,4,27,Yellow,SD,0,0,0
JN-0364,12,7.7,10.72,58,30,Yellow,HD,0,0,0
JN-0174,12,11.3,9.95,43,3,Green,SD,0,0,0
JN-0435,12,55.8,4.75,141,17,Off,SD,0,0,0
JN-0328,12,28.9,16.38,86,23,Red,SD,0,1,0
JN-0440,12,31.6,15.84,122,6,Red,SD,0,0,0
JN-0290,12,47.2,1.81,142,33,Red,SD,0,0,0
JN-0448,12,20.3,20.02,92,39,Red,HD,0,0,0
JN-0089,12,24.7,14.4,19,49,Green,HD,0,0,0
JN-0069,12,36.2,3.07,137,15,Red,HD,0,1,0
JN-0121,12,59.2,4.41,122,12,Yellow,HD,0,0,0
JN-0177,12,34.3,13.71,150,5,Green,HD,0,0,0
JN-0210,12,33.6,15.68,10,42,Yellow,HD,0,0,0
JN-0029,12,51.9,15.79,110,24,Green,SD,0,0,0
JN-0198,12,37.7,12.78,146,45,Green,SD,0,0,0
JN-0070,12,52.4,5.01,146,0,Green,SD,1,0,0
JN-0350,12,60.4,1.8,142,45,Green,SD,0,0,0
JN-0031,12,42.7,12.46,71,32,Green,SD,0,0,0
JN-0182,12,53.9,9.89,145,31,Off,HD,1,0,0
JN-0260,12,20.7,9.49,102,34,Red,HD,0,0,0
JN-0329,12,33.7,13.55,91,30,Red,HD,0,0,1
JN-0151,12,39.0,9.84,100,6,Off,SD,0,0,1
JN-0089,12,5.0,12.94,77,28,Yellow,HD,0,0,0
JN-0433,12,25.2,19.34,29,4,Green,SD,0,0,0
JN-0394,12,47.4,9.65,38,2,Green,HD,0,0,0
JN-0212,12,34.3,20.13,149,11,Green,SD,0,0,0
JN-0131,12,55.5,9.71,131,35,Red,HD,1,0,0
JN-0429,12,51.1,7.24,45,50,Red,Blurry,0,0,0
JN-0155,12,19.1,2.04,20,2,Yellow,HD,0,0,0
JN-0294,12,32.0,10.34,81,23,Red,Blurry,0,0,0
JN-0382,12,59.6,9.78,95,26,Green,HD,0,0,0
JN-0277,12,25.8,8.72,28,49,Red,SD,0,0,0
JN-0194,12,41.9,8.4,26,35,Green,Blurry,0,0,0
JN-0444,12,30.1,21.61,150,9,Green,HD,0,0,0
JN-0331,12,22.7,10.85,111,9,Red,HD,0,0,0
JN-0272,12,27.1,6.72,115,47,Red,SD,0,0,1
JN-0402,12,51.0,7.46,120,19,Green,HD,0,1,0
JN-0277,12,27.2,15.84,110,35,Off,HD,0,0,0
JN-0281,12,17.3,20.91,143,39,Red,Blurry,0,0,0
JN-0092,12,45.6,17.79,111,42,Green,HD,0,0,0
JN-0427,12,62.9,9.28,173,41,Green,HD,0,0,0
JN-0371,12,46.0,9.46,112,7,Green,HD,0,0,0
JN-0479,12,32.5,6.96,68,28,Green,HD,0,0,0
JN-0166,12,25.4,13.16,99,30,Red,Offline,0,0,1
JN-0369,12,39.9,13.62,81,31,Red,Blurry,0,0,1
JN-0378,12,43.5,19.87,16,41,Green,Blurry,0,0,0
JN-0320,12,39.4,9.37,90,34,Red,SD,0,0,0
JN-0453,12,30.9,17.57,179,11,Yellow,SD,1,0,0
JN-0039,12,39.6,10.57,102,24,Red,HD,1,0,0
JN-0036,12,20.2,10.25,116,45,Red,Offline,0,0,0
JN-0167,12,43.6,4.68,3,25,Green,Blurry,1,0,0
JN-0380,12,55.3,6.53,45,19,Off,SD,1,0,0
JN-0242,12,26.5,8.83,96,48,Red,HD,1,0,0
JN-0074,12,16.8,6.62,134,12,Green,HD,0,0,0
JN-0452,12,53.9,10.58,150,6,Green,HD,0,0,1
JN-0361,12,64.4,10.4,39,15,Red,HD,0,0,0
JN-0231,12,13.7,16.4,35,18,Green,HD,1,0,1
JN-0013,12,49.4,6.71,7,30,Green,SD,0,0,0
JN-0317,12,31.3,11.89,141,3,Red,SD,0,0,1
JN-0463,12,42.5,5.45,58,48,Red,HD,0,0,0
JN-0211,12,25.0,14.68,30,35,Green,Blurry,1,0,0
JN-0361,12,23.6,17.35,19,35,Red,Offline,0,0,0
JN-0191,12,31.3,12.12,180,34,Green,Blurry,0,0,0
JN-0472,12,30.2,10.87,177,49,Green,HD,0,0,0
JN-0049,12,55.7,8.91,49,17,Green,Offline,0,0,0
JN-0300,12,33.1,12.49,57,47,Red,SD,0,0,0
JN-0116,12,36.6,13.96,55,36,Green,Blurry,0,1,1
JN-0265,12,50.1,10.15,62,7,Off,HD,0,0,0
JN-0296,12,57.2,14.41,44,47,Green,SD,0,0,0
JN-0391,12,19.0,3.75,108,31,Off,HD,0,0,0
JN-0079,12,33.9,16.23,92,1,Green,SD,0,0,0
JN-0179,12,54.3,8.12,144,40,Off,HD,1,0,0
JN-0184,12,35.0,6.6,15,41,Green,Blurry,1,0,0
JN-0312,12,33.0,6.48,154,4,Red,HD,0,0,0
JN-0182,12,26.4,15.59,58,25,Green,HD,0,0,0
JN-0280,12,35.3,16.88,68,6,Red,SD,0,0,0
JN-0428,12,33.6,13.4,64,45,Green,SD,0,0,0
JN-0176,12,45.9,13.24,95,46,Green,SD,1,0,1
JN-0310,12,40.5,10.22,132,10,Green,HD,0,0,0
JN-0220,12,38.0,12.96,32,24,Yellow,HD,0,0,0
JN-0247,12,36.8,8.88,88,47,Yellow,SD,1,0,0
JN-0407,12,33.2,15.7,76,17,Green,SD,0,0,1
JN-0198,12,33.4,16.22,94,37,Green,Blurry,0,0,0
JN-0445,12,26.3,10.71,52,7,Green,HD,0,0,0
JN-0417,12,64.5,4.59,21,35,Green,Blurry,0,1,0
JN-0437,12,21.8,13.87,51,9,Yellow,HD,0,0,0
JN-0308,12,42.0,4.81,152,31,Red,SD,0,0,0
JN-0410,12,18.9,16.2,101,31,Red,HD,0,0,0
JN-0310,12,26.8,9.28,141,27,Red,HD,1,0,0
JN-0281,12,68.4,0.22,148,15,Green,Blurry,1,0,0
JN-0059,13,35.5,12.82,56,12,Red,SD,0,0,0
JN-0155,13,83.9,10.05,81,46,Green,HD,0,1,0
JN-0063,13,39.1,9.97,111,35,Yellow,HD,0,0,0
JN-0095,13,42.3,15.12,111,25,Red,HD,1,0,0
JN-0469,13,37.5,5.41,60,6,Green,HD,0,0,0
JN-0275,13,29.7,6.85,171,20,Red,SD,0,0,0
JN-0338,13,13.9,14.61,92,18,Red,Blurry,0,1,0
JN-0188,13,31.3,9.52,104,49,Green,Offline,0,0,0
JN-0039,13,69.8,15.73,97,13,Red,SD,1,1,0
JN-0405,13,34.5,13.06,127,12,Green,HD,0,0,0
JN-0134,13,26.8,13.89,9,15,Green,HD,1,0,0
JN-0364,13,38.1,6.44,2,30,Green,Offline,0,1,1
JN-0096,13,53.7,19.42,44,19,Green,HD,0,0,0
JN-0260,13,22.0,14.55,38,22,Green,HD,0,0,0
JN-0418,13,61.6,10.31,168,25,Green,Blurry,0,0,0
JN-0085,13,44.5,10.6,87,9,Red,HD,0,0,0
JN-0014,13,30.4,8.7,144,47,Green,HD,0,0,0
JN-0258,13,17.2,13.16,14,31,Yellow,HD,0,0,0
JN-0304,13,12.5,17.65,115,12,Yellow,SD,0,0,0
JN-0302,13,19.7,10.33,94,23,Red,Blurry,1,0,0
JN-0446,13,27.8,13.76,167,37,Green,HD,0,0,0
JN-0146,13,37.4,6.49,85,1,Green,Blurry,1,1,0
JN-0472,13,38.2,1.35,93,17,Green,SD,0,0,0
JN-0183,13,44.6,8.16,117,39,Green,HD,0,0,0
JN-0226,13,42.6,10.35,5,35,Red,SD,0,0,1
JN-0500,13,25.9,14.54,103,1,Red,SD,0,0,0
JN-0280,13,19.5,14.49,5,38,Green,Blurry,0,0,0
JN-0347,13,35.2,6.92,117,27,Green,HD,1,0,0
JN-0396,13,24.2,11.52,67,25,Green,HD,0,0,0
JN-0097,13,54.7,12.51,18,29,Red,HD,0,0,1
JN-0362,13,65.8,15.15,24,34,Green,HD,0,0,0
JN-0372,13,5.3,5.55,85,6,Off,Blurry,0,0,0
JN-0356,13,41.5,14.09,20,35,Green,HD,1,0,0
JN-0195,13,45.6,10.27,97,16,Green,HD,1,0,0
JN-0024,13,48.2,2.68,162,46,Green,Blurry,0,0,0
JN-0487,13,26.7,8.04,73,16,Green,HD,0,0,0
JN-0042,13,30.9,12.35,90,41,Green,Blurry,0,1,0
JN-0046,13,45.5,16.61,103,14,Green,HD,0,0,0
JN-0282,13,54.4,21.12,110,17,Red,Offline,0,0,0
JN-0346,13,43.0,13.94,51,28,Green,HD,1,0,0
JN-0429,13,26.6,13.92,164,49,Green,HD,0,0,0
JN-0289,13,42.3,15.78,83,8,Red,SD,0,0,0
JN-0132,13,42.1,10.45,56,6,Yellow,HD,0,0,0
JN-0349,13,24.6,15.09,4,31,Yellow,SD,0,0,0
JN-0242,13,30.8,14.06,140,37,Red,HD,0,0,0
JN-0143,13,51.3,0.42,103,12,Red,SD,1,0,0
JN-0413,13,29.6,5.25,35,34,Red,HD,0,0,0
JN-0226,13,53.2,10.1,113,1,Red,SD,1,0,1
JN-0071,13,37.6,15.04,173,10,Green,Blurry,1,0,0
JN-0395,13,40.7,5.21,152,14,Yellow,HD,0,0,0
JN-0106,13,13.8,12.54,19,49,Green,HD,0,0,0
JN-0200,13,45.1,15.82,32,0,Red,HD,0,0,0
JN-0340,13,71.0,0.45,6,17,Red,HD,0,0,0
JN-0472,13,32.4,18.45,98,32,Red,HD,0,0,0
JN-0327,13,38.6,11.36,166,5,Red,Offline,1,0,0
JN-0098,13,31.4,11.91,39,18,Yellow,HD,0,0,0
JN-0340,13,51.1,10.05,58,8,Green,HD,0,0,1
JN-0180,13,41.1,16.75,173,28,Red,HD,0,0,0
JN-0238,13,72.0,14.98,108,5,Red,HD,0,0,0
JN-0222,13,55.2,2.28,159,41,Green,SD,1,0,0
JN-0233,13,23.3,11.1,153,31,Green,SD,1,1,0
JN-0113,13,27.1,11.01,61,32,Red,Blurry,0,0,0
JN-0282,13,59.9,16.45,77,13,Red,Offline,0,0,1
JN-0323,13,55.6,3.44,13,5,Red,SD,0,0,0
JN-0092,13,21.4,22.31,19,20,Green,HD,0,0,0
JN-0061,13,36.9,7.63,116,20,Off,SD,0,0,0
JN-0239,13,13.4,16.82,114,5,Green,Blurry,0,0,1
JN-0038,13,48.3,3.18,33,5,Red,HD,0,0,0
JN-0361,13,28.4,10.11,155,49,Green,SD,0,0,0
JN-0431,13,50.2,1.18,162,9,Green,HD,0,0,0
JN-0452,13,39.6,9.3,61,0,Green,SD,0,0,0
JN-0262,13,51.8,18.94,124,40,Green,HD,0,0,0
JN-0308,13,42.8,15.03,99,36,Off,HD,0,0,0
JN-0422,13,54.7,12.0,35,22,Red,HD,0,0,0
JN-0334,13,61.2,9.4,48,18,Green,SD,0,0,0
JN-0222,13,50.3,15.92,24,40,Green,SD,1,0,0
JN-0166,13,53.3,12.75,33,7,Green,HD,0,0,0
JN-0312,13,39.5,5.59,68,34,Red,Offline,0,0,0
JN-0385,13,29.8,8.44,46,3,Green,SD,0,0,0
JN-0147,13,56.0,13.92,4,42,Green,SD,0,0,0
JN-0086,13,31.8,11.75,48,8,Red,HD,1,0,0
JN-0177,13,25.3,1.6,90,5,Green,Blurry,1,0,0
JN-0159,13,39.6,6.12,95,12,Green,HD,0,0,0
JN-0355,13,53.9,8.16,78,34,Green,HD,0,0,0
JN-0055,13,24.7,13.41,21,36,Green,HD,0,0,0
JN-0376,13,54.9,16.12,146,5,Green,Blurry,1,0,0
JN-0417,13,45.5,3.64,79,27,Red,Blurry,0,0,0
JN-0234,13,31.9,8.65,128,5,Green,HD,0,1,0
JN-0309,13,42.2,7.86,139,33,Green,Blurry,0,0,0
JN-0395,13,31.8,5.41,123,0,Off,HD,1,0,0
JN-0466,13,51.6,17.0,25,34,Yellow,SD,0,0,0
JN-0090,13,44.2,11.75,63,45,Red,HD,0,0,0
JN-0442,13,64.8,14.42,38,3,Green,Blurry,0,0,0
JN-0304,13,62.5,9.88,64,24,Red,HD,0,0,0
JN-0376,13,33.8,8.96,102,35,Green,HD,0,0,1
JN-0286,13,56.3,17.52,76,34,Green,Blurry,0,0,1
JN-0253,13,45.6,6.11,22,22,Yellow,HD,1,0,0
JN-0433,13,31.5,9.52,176,38,Yellow,SD,0,0,0
JN-0395,13,67.0,13.09,6,46,Red,HD,0,0,0
JN-0178,13,59.9,15.03,71,0,Red,HD,1,0,0
JN-0350,13,14.5,9.53,179,15,Off,HD,0,0,0
